Station,Date,Time,DO,BOD,pH,Nitrate,Ammonia,Turbidity,FecalColiform,Temperature,Conductivity,FlowRate,Phosphate
Patna,2021-09-29,00:00:00,7.68,3.93,7.06,5.65,0.4,2.78,157.44,20.67,257.22,4.05,0.94
Kolkata,2021-09-29,00:00:00,7.72,2.95,7.42,4.96,0.33,4.51,2.0,20.67,260.51,3.82,0.64
Gangotri,2021-09-30,00:00:00,9.08,4.04,7.88,5.02,0.43,0.0,243.09,20.67,221.26,4.35,1.04
Rishikesh,2021-09-30,00:00:00,7.24,3.4,7.91,4.98,0.52,3.19,19.41,20.67,287.45,4.17,0.72
Haridwar,2021-09-30,00:00:00,9.18,2.54,7.02,4.91,0.43,2.98,250.69,20.67,271.55,4.29,0.79
Kanpur,2021-09-30,00:00:00,9.0,3.25,7.33,5.39,0.41,5.26,106.26,20.67,249.55,4.06,1.13
Allahabad,2021-09-30,00:00:00,8.68,3.63,7.33,5.25,0.5,2.43,65.07,20.67,250.12,3.39,1.15
Varanasi,2021-09-30,00:00:00,9.73,3.34,7.06,5.64,0.41,5.15,310.91,20.67,237.42,3.19,1.35
Patna,2021-09-30,00:00:00,9.1,3.87,7.08,5.77,0.52,6.4,2.0,20.67,241.18,3.72,0.84
Kolkata,2021-09-30,00:00:00,9.0,3.38,6.6,5.08,0.7,1.82,2.0,20.67,236.15,3.72,1.3
Gangotri,2021-10-01,00:00:00,8.46,3.74,7.56,5.01,0.45,3.82,212.78,20.0,220.17,4.39,0.8
Rishikesh,2021-10-01,00:00:00,8.82,3.96,7.69,5.92,0.69,3.42,140.48,20.0,256.51,3.88,1.04
Haridwar,2021-10-01,00:00:00,9.37,3.2,8.01,4.72,0.54,1.91,190.07,20.0,272.22,4.53,0.71
Kanpur,2021-10-01,00:00:00,8.64,3.25,8.19,4.77,0.58,3.29,2.0,20.0,257.77,5.14,0.6
Allahabad,2021-10-01,00:00:00,7.72,3.62,7.26,4.95,0.43,4.1,403.17,20.0,241.87,3.78,1.0
Varanasi,2021-10-01,00:00:00,8.48,3.22,7.38,4.73,0.78,2.2,317.06,20.0,248.24,4.25,0.68
Patna,2021-10-01,00:00:00,7.96,3.65,7.33,4.34,0.45,6.3,180.14,20.0,275.67,3.41,1.01
Kolkata,2021-10-01,00:00:00,7.4,3.71,7.35,5.18,0.36,5.92,562.54,20.0,223.21,3.42,1.49
Gangotri,2021-10-02,00:00:00,19.44,3.5,7.51,5.21,0.52,2.81,481.72,20.0,262.23,4.47,0.83
Rishikesh,2021-10-02,00:00:00,9.39,4.25,7.62,5.52,0.4,3.01,539.68,20.0,288.96,3.59,1.24
Haridwar,2021-10-02,00:00:00,7.92,3.28,7.55,4.93,0.57,6.8,48.75,20.0,266.42,3.58,0.99
Kanpur,2021-10-02,00:00:00,8.16,3.96,7.2,4.65,0.59,2.37,487.12,20.0,204.41,3.25,0.87
Allahabad,2021-10-02,00:00:00,8.8,3.5,7.57,5.21,0.41,3.29,155.62,20.0,246.28,3.91,0.75
Varanasi,2021-10-02,00:00:00,8.69,3.42,6.8,5.7,0.65,3.57,307.47,20.0,286.2,4.09,0.95
Patna,2021-10-02,00:00:00,8.19,3.66,7.83,9.24,0.52,1.88,254.86,20.0,201.79,3.31,0.8
Kolkata,2021-10-02,00:00:00,8.24,3.3,6.64,5.54,0.55,5.01,159.65,20.0,230.72,3.56,1.07
Gangotri,2021-10-03,00:00:00,8.42,3.09,7.78,4.59,0.59,4.36,236.25,20.0,266.04,4.05,0.96
Rishikesh,2021-10-03,00:00:00,8.72,3.44,6.73,5.47,0.43,2.31,2.0,20.0,226.1,3.35,1.45
Haridwar,2021-10-03,00:00:00,8.98,3.35,6.72,4.89,0.47,5.25,610.96,20.0,252.88,4.19,1.09
Kanpur,2021-10-03,00:00:00,8.41,3.47,6.73,4.63,0.35,4.28,481.19,20.0,223.93,3.79,1.2
Allahabad,2021-10-03,00:00:00,9.01,3.71,6.79,5.0,0.54,3.09,2.0,20.0,252.89,4.32,1.41
Varanasi,2021-10-03,00:00:00,6.93,3.47,7.24,4.69,0.29,3.02,2.0,20.0,266.08,3.98,1.37
Patna,2021-10-03,00:00:00,8.05,3.41,6.95,5.68,0.53,3.75,2.0,20.0,274.58,3.03,0.76
Kolkata,2021-10-03,00:00:00,8.16,3.21,7.15,4.43,0.46,0.95,63.19,20.0,208.78,4.12,0.93
Gangotri,2021-10-04,00:00:00,8.19,3.35,7.16,5.47,0.39,2.15,2.0,20.0,227.37,4.78,0.43
Rishikesh,2021-10-04,00:00:00,8.38,3.8,7.38,5.15,0.64,3.09,90.21,20.0,244.61,3.85,1.7
Haridwar,2021-10-04,00:00:00,8.74,3.27,7.3,4.3,0.39,2.97,349.94,20.0,213.1,3.51,1.34
Kanpur,2021-10-04,00:00:00,7.78,3.3,7.05,5.14,0.61,3.49,353.13,20.0,238.98,3.89,0.75
Allahabad,2021-10-04,00:00:00,7.5,3.73,7.21,5.22,0.41,3.52,297.97,20.0,232.15,2.96,0.57
Varanasi,2021-10-04,00:00:00,7.59,3.54,8.29,3.75,0.35,5.46,338.91,20.0,249.77,4.06,1.12
Patna,2021-10-04,00:00:00,9.01,3.64,7.26,6.06,0.4,3.24,462.94,20.0,284.89,4.38,0.94
Kolkata,2021-10-04,00:00:00,8.87,3.68,7.2,4.34,0.39,3.61,200.31,20.0,225.28,3.95,1.1
Gangotri,2021-10-05,00:00:00,9.37,3.85,8.36,4.78,0.64,2.68,2.0,20.0,261.49,4.74,1.45
Rishikesh,2021-10-05,00:00:00,9.38,3.2,7.29,4.68,0.4,2.54,117.38,20.0,229.22,3.91,1.0
Haridwar,2021-10-05,00:00:00,7.76,3.53,8.19,4.9,0.53,3.75,398.51,20.0,292.42,3.35,1.16
Kanpur,2021-10-05,00:00:00,9.11,3.85,8.5,4.84,0.53,2.36,318.83,20.0,253.21,4.52,0.81
Allahabad,2021-10-05,00:00:00,9.63,3.52,7.05,4.71,0.42,3.59,2.0,20.0,236.07,4.56,1.04
Varanasi,2021-10-05,00:00:00,9.55,4.29,8.11,4.87,0.66,3.07,660.25,20.0,248.66,3.9,1.03
Patna,2021-10-05,00:00:00,7.52,2.94,7.83,4.59,0.5,2.82,223.14,20.0,226.16,4.03,0.55
Kolkata,2021-10-05,00:00:00,8.84,3.26,6.72,4.41,0.51,3.32,468.99,20.0,241.14,4.3,0.66
Gangotri,2021-10-06,00:00:00,8.16,3.52,8.03,4.44,0.5,1.92,25.97,20.0,219.83,3.7,0.69
Rishikesh,2021-10-06,00:00:00,8.61,3.57,6.96,4.91,0.49,2.81,215.06,20.0,278.6,4.32,0.77
Haridwar,2021-10-06,00:00:00,9.92,3.32,7.15,4.68,0.49,3.26,268.73,20.0,230.17,4.71,0.96
Kanpur,2021-10-06,00:00:00,7.58,4.01,7.6,5.67,0.62,1.56,323.13,20.0,262.1,3.92,0.54
Allahabad,2021-10-06,00:00:00,7.72,3.59,7.38,5.13,0.3,1.36,115.45,20.0,226.26,3.47,0.99
Varanasi,2021-10-06,00:00:00,7.92,3.83,6.95,5.15,0.51,4.0,786.92,20.0,254.74,3.65,0.93
Patna,2021-10-06,00:00:00,8.95,3.14,7.29,3.93,0.29,4.49,505.76,20.0,302.68,3.57,1.17
Kolkata,2021-10-06,00:00:00,8.73,3.85,7.21,5.39,0.39,6.51,36.67,20.0,262.17,3.54,0.93
Gangotri,2021-10-07,00:00:00,8.44,3.75,7.7,4.43,0.57,2.24,40.49,20.0,270.98,4.66,1.05
Rishikesh,2021-10-07,00:00:00,7.99,3.96,7.28,5.23,0.43,2.19,313.59,20.0,256.93,3.94,0.7
Haridwar,2021-10-07,00:00:00,8.44,3.23,7.37,4.93,0.34,1.13,85.93,20.0,231.91,4.54,1.07
Kanpur,2021-10-07,00:00:00,9.39,3.75,7.15,4.78,0.59,4.51,436.6,20.0,243.58,4.12,1.1
Allahabad,2021-10-07,00:00:00,8.58,3.88,7.37,5.63,0.53,2.25,34.93,20.0,268.55,4.41,0.79
Varanasi,2021-10-07,00:00:00,8.23,3.43,7.56,4.26,0.37,3.47,136.76,20.0,257.47,3.39,0.99
Patna,2021-10-07,00:00:00,8.07,3.61,7.14,4.61,0.66,3.75,218.12,20.0,254.21,4.27,0.76
Kolkata,2021-10-07,00:00:00,7.55,3.26,7.07,4.66,0.36,2.33,221.45,20.0,263.71,4.23,0.88
Gangotri,2021-10-08,00:00:00,8.45,3.34,7.33,4.82,0.54,2.39,464.73,20.0,225.12,4.81,0.87
Rishikesh,2021-10-08,00:00:00,8.21,3.53,7.74,5.06,0.45,2.93,2.0,46.63,313.37,3.87,0.46
Haridwar,2021-10-08,00:00:00,8.3,3.49,6.98,4.85,0.54,1.66,360.89,20.0,228.95,4.14,0.45
Kanpur,2021-10-08,00:00:00,9.18,2.79,7.27,4.46,0.52,1.8,2.0,20.0,232.99,4.93,1.04
Allahabad,2021-10-08,00:00:00,8.77,3.05,7.87,4.94,1.02,2.6,353.82,20.0,230.38,3.57,1.07
Varanasi,2021-10-08,00:00:00,8.23,4.05,7.22,4.65,0.52,2.85,2.0,20.0,244.88,4.05,0.86
Patna,2021-10-08,00:00:00,8.05,3.63,7.64,4.78,0.53,2.63,450.11,20.0,205.49,3.69,1.02
Kolkata,2021-10-08,00:00:00,7.92,3.32,7.28,4.86,0.35,2.55,152.05,20.0,243.13,4.37,0.42
Gangotri,2021-10-09,00:00:00,8.5,3.52,7.23,4.08,0.44,2.9,61.77,20.0,215.49,3.84,2.54
Rishikesh,2021-10-09,00:00:00,9.3,3.77,7.15,5.24,0.7,2.46,2.0,20.0,244.68,3.65,0.41
Haridwar,2021-10-09,00:00:00,8.46,3.77,7.79,5.25,0.45,0.0,559.88,20.0,525.51,3.83,1.06
Kanpur,2021-10-09,00:00:00,8.28,3.14,7.21,5.39,0.47,1.46,642.0,20.0,247.01,3.84,0.9
Allahabad,2021-10-09,00:00:00,8.49,3.95,6.83,5.74,0.54,2.9,444.03,20.0,250.43,3.74,0.6
Varanasi,2021-10-09,00:00:00,8.93,3.27,8.41,4.61,0.53,2.95,231.03,20.0,224.55,4.41,0.89
Patna,2021-10-09,00:00:00,8.24,3.43,6.88,5.06,0.34,1.43,86.89,20.0,262.92,4.7,0.86
Kolkata,2021-10-09,00:00:00,6.85,3.43,7.28,4.35,0.56,2.71,167.75,20.0,200.55,3.91,1.01
Gangotri,2021-10-10,00:00:00,7.54,3.1,6.87,4.89,0.7,1.27,260.35,20.0,254.63,3.84,1.02
Rishikesh,2021-10-10,00:00:00,9.21,3.64,7.59,4.63,0.52,0.47,462.09,20.0,249.61,4.72,0.94
Haridwar,2021-10-10,00:00:00,7.64,3.42,7.77,4.3,0.55,3.34,464.49,20.0,252.45,4.33,0.38
Kanpur,2021-10-10,00:00:00,9.01,3.53,7.18,4.46,0.39,5.18,484.26,20.0,269.23,3.55,0.76
Allahabad,2021-10-10,00:00:00,8.2,3.69,7.58,5.64,0.41,2.02,202.02,20.0,258.38,3.06,1.12
Varanasi,2021-10-10,00:00:00,8.59,2.97,7.34,4.11,0.54,4.87,2.0,20.0,277.06,3.98,0.96
Patna,2021-10-10,00:00:00,9.08,3.23,7.0,4.55,0.44,2.88,2.0,20.0,266.95,3.64,0.84
Kolkata,2021-10-10,00:00:00,8.76,3.24,7.38,4.65,0.44,2.55,168.32,20.0,269.52,3.49,0.54
Gangotri,2021-10-11,00:00:00,7.81,3.31,7.86,5.61,0.5,4.15,380.06,20.0,208.39,3.59,0.57
Rishikesh,2021-10-11,00:00:00,9.21,3.66,7.5,5.66,0.61,3.72,2.0,20.0,246.03,4.22,1.32
Haridwar,2021-10-11,00:00:00,7.62,3.63,7.76,4.35,0.48,2.27,580.68,20.0,299.3,4.2,1.06
Kanpur,2021-10-11,00:00:00,9.03,3.39,7.43,4.95,0.14,5.94,137.21,20.0,251.44,3.52,0.87
Allahabad,2021-10-11,00:00:00,8.08,3.58,8.5,5.71,0.53,4.81,2.0,20.0,228.69,3.6,0.92
Varanasi,2021-10-11,00:00:00,8.47,3.68,7.52,5.41,0.46,3.38,297.18,20.0,256.45,3.77,1.17
Patna,2021-10-11,00:00:00,8.32,3.69,7.24,5.44,0.44,1.58,296.36,20.0,232.37,3.82,1.11
Kolkata,2021-10-11,00:00:00,8.55,3.41,7.08,4.58,0.57,3.57,189.24,20.0,213.63,4.69,0.97
Gangotri,2021-10-12,00:00:00,8.23,3.51,6.82,5.88,0.41,3.08,253.89,20.0,228.71,3.95,0.95
Rishikesh,2021-10-12,00:00:00,8.6,4.35,8.04,5.14,0.55,2.56,664.97,20.0,232.85,3.64,0.89
Haridwar,2021-10-12,00:00:00,8.65,3.64,7.76,4.05,0.6,0.97,348.31,20.0,284.86,8.73,1.17
Kanpur,2021-10-12,00:00:00,6.89,3.82,8.05,5.13,0.49,2.6,358.58,20.0,223.06,3.79,1.11
Allahabad,2021-10-12,00:00:00,8.22,3.95,7.37,5.67,0.56,3.46,2.0,20.0,253.67,3.53,1.19
Varanasi,2021-10-12,00:00:00,9.04,3.71,7.67,4.53,0.52,1.7,214.14,20.0,242.17,4.19,1.22
Patna,2021-10-12,00:00:00,8.15,3.52,7.49,4.94,0.5,2.58,267.39,20.0,261.32,3.26,1.03
Kolkata,2021-10-12,00:00:00,8.24,3.68,7.53,5.58,0.34,1.69,2.0,20.0,262.63,4.4,1.12
Gangotri,2021-10-13,00:00:00,8.21,3.25,7.81,4.71,0.45,1.44,136.01,20.0,295.81,3.97,0.95
Rishikesh,2021-10-13,00:00:00,8.97,3.23,16.83,4.43,0.46,5.35,2.0,20.0,276.02,3.7,1.18
Haridwar,2021-10-13,00:00:00,9.12,3.08,7.3,4.65,0.49,4.76,2.0,20.0,248.7,4.58,0.95
Kanpur,2021-10-13,00:00:00,9.29,3.46,7.52,4.65,0.26,2.53,2.0,20.0,278.83,3.8,0.86
Allahabad,2021-10-13,00:00:00,9.05,3.29,7.78,4.53,0.39,6.33,78.86,20.0,271.01,2.94,0.54
Varanasi,2021-10-13,00:00:00,8.09,3.65,7.16,4.64,0.49,1.89,587.86,20.0,260.84,4.44,0.91
Patna,2021-10-13,00:00:00,8.64,4.07,7.1,5.43,0.5,2.81,547.04,20.0,253.83,3.43,1.17
Kolkata,2021-10-13,00:00:00,7.69,3.4,7.29,4.37,0.48,7.96,208.88,20.0,260.85,3.13,1.28
Gangotri,2021-10-14,00:00:00,9.42,3.46,6.95,5.09,0.18,3.89,367.12,20.0,269.4,4.17,0.78
Rishikesh,2021-10-14,00:00:00,22.08,3.44,7.46,5.47,0.3,1.81,246.57,20.0,254.4,4.12,0.91
Haridwar,2021-10-14,00:00:00,8.05,3.36,7.77,5.65,0.32,2.15,270.93,20.0,239.54,4.04,1.14
Kanpur,2021-10-14,00:00:00,9.08,3.61,7.07,4.81,0.64,4.27,2.0,20.0,197.81,3.87,1.39
Allahabad,2021-10-14,00:00:00,9.69,2.81,6.81,4.73,0.54,4.12,19.51,20.0,237.37,3.52,0.89
Varanasi,2021-10-14,00:00:00,8.67,3.71,7.73,4.56,0.56,3.99,2.0,20.0,218.61,4.45,0.74
Patna,2021-10-14,00:00:00,8.79,3.46,7.99,4.92,0.6,6.7,357.68,20.0,268.95,3.27,1.3
Kolkata,2021-10-14,00:00:00,8.31,3.27,7.55,4.31,0.47,3.8,2.87,20.0,228.47,3.91,1.19
Gangotri,2021-10-15,00:00:00,9.0,3.67,7.29,4.43,0.48,2.55,401.83,20.0,285.52,3.8,0.69
Rishikesh,2021-10-15,00:00:00,8.38,3.82,7.87,4.71,0.54,0.0,189.57,20.0,210.24,3.91,1.14
Haridwar,2021-10-15,00:00:00,9.65,3.33,7.65,4.86,0.55,2.31,214.63,20.0,228.23,3.55,0.93
Kanpur,2021-10-15,00:00:00,8.7,3.49,7.08,5.19,0.45,3.6,398.43,20.0,246.2,4.11,1.12
Allahabad,2021-10-15,00:00:00,7.74,3.57,7.53,4.71,0.48,2.75,583.84,20.0,272.05,3.76,1.09
Varanasi,2021-10-15,00:00:00,8.94,3.08,7.16,5.23,0.52,2.07,2.0,20.0,268.56,3.57,0.84
Patna,2021-10-15,00:00:00,8.26,3.04,7.36,5.28,0.56,4.09,67.46,20.0,234.75,3.71,0.89
Kolkata,2021-10-15,00:00:00,8.13,3.03,7.67,4.5,0.36,4.89,144.67,20.0,288.12,4.72,0.96
Gangotri,2021-10-16,00:00:00,9.72,3.02,7.04,4.79,0.61,5.25,4.71,20.0,252.1,4.03,1.18
Rishikesh,2021-10-16,00:00:00,9.2,3.47,7.56,5.3,0.64,4.57,349.89,20.0,250.44,3.51,1.49
Haridwar,2021-10-16,00:00:00,8.56,3.34,7.63,4.8,0.48,1.67,2.0,20.0,270.19,4.11,0.54
Kanpur,2021-10-16,00:00:00,9.02,3.53,8.49,5.42,0.66,2.0,223.24,20.0,184.73,4.06,1.1
Allahabad,2021-10-16,00:00:00,9.22,3.65,7.2,5.03,0.37,1.8,381.16,20.0,254.56,4.1,0.87
Varanasi,2021-10-16,00:00:00,8.67,3.26,7.26,4.48,0.54,3.8,2.0,20.0,266.86,3.86,1.07
Patna,2021-10-16,00:00:00,9.03,3.45,7.04,5.13,0.71,2.33,312.6,20.0,244.12,3.7,0.54
Kolkata,2021-10-16,00:00:00,7.96,4.16,7.42,5.33,0.54,3.64,93.38,20.0,235.88,4.01,0.63
Gangotri,2021-10-17,00:00:00,8.92,3.02,6.95,5.22,0.47,4.47,90.52,20.0,239.97,4.29,1.26
Rishikesh,2021-10-17,00:00:00,7.44,3.51,6.83,5.3,0.44,1.9,356.37,20.0,274.63,4.37,0.78
Haridwar,2021-10-17,00:00:00,8.69,3.46,8.5,5.36,0.43,6.12,237.26,20.0,276.2,4.22,0.71
Kanpur,2021-10-17,00:00:00,7.8,3.24,7.48,4.66,0.48,2.5,87.75,20.0,268.73,3.6,1.38
Allahabad,2021-10-17,00:00:00,8.06,3.62,7.26,4.77,0.58,6.24,372.06,20.0,222.33,3.32,0.68
Varanasi,2021-10-17,00:00:00,9.22,3.75,7.19,5.59,0.36,4.72,183.95,20.0,243.75,3.51,1.07
Patna,2021-10-17,00:00:00,8.96,2.86,7.56,4.68,0.42,4.37,2.0,20.0,223.25,3.65,1.42
Kolkata,2021-10-17,00:00:00,9.41,3.49,8.04,5.42,0.62,2.12,131.13,20.0,259.87,4.22,0.65
Gangotri,2021-10-18,00:00:00,8.9,3.7,7.66,4.44,0.5,0.0,319.92,20.0,270.69,4.39,0.7
Rishikesh,2021-10-18,00:00:00,8.64,3.26,7.88,4.53,0.53,2.39,69.91,20.0,237.3,3.37,0.56
Haridwar,2021-10-18,00:00:00,8.54,3.51,6.89,4.89,0.43,0.9,321.26,20.0,242.06,4.25,0.85
Kanpur,2021-10-18,00:00:00,8.78,3.51,6.7,4.67,0.28,4.29,408.32,20.0,243.6,4.79,0.9
Allahabad,2021-10-18,00:00:00,8.21,3.49,6.54,4.9,0.31,4.13,353.74,20.0,267.85,4.09,1.21
Varanasi,2021-10-18,00:00:00,8.27,3.18,6.72,4.73,0.41,3.24,362.89,20.0,220.89,4.1,0.83
Patna,2021-10-18,00:00:00,8.36,3.34,7.17,5.03,0.4,2.38,152.57,20.0,235.13,3.68,0.86
Kolkata,2021-10-18,00:00:00,9.69,3.53,7.36,4.77,0.6,3.32,604.3,20.0,256.46,4.43,1.37
Gangotri,2021-10-19,00:00:00,8.99,3.39,6.5,5.58,0.53,4.21,865.3,20.0,281.53,4.52,1.06
Rishikesh,2021-10-19,00:00:00,10.06,3.81,7.95,5.05,0.47,3.61,268.58,20.0,266.04,4.3,1.08
Haridwar,2021-10-19,00:00:00,9.53,4.01,7.4,5.05,0.41,3.46,2.0,20.0,236.21,4.08,0.94
Kanpur,2021-10-19,00:00:00,8.8,3.58,6.5,5.5,0.45,1.51,395.25,20.0,255.65,4.05,1.13
Allahabad,2021-10-19,00:00:00,7.89,4.15,6.88,5.65,0.46,3.36,2.0,20.0,248.88,4.07,0.91
Varanasi,2021-10-19,00:00:00,9.73,3.27,6.71,4.41,0.29,1.46,480.36,20.0,280.71,4.62,1.06
Patna,2021-10-19,00:00:00,7.59,3.45,7.38,4.87,0.54,2.49,2.0,20.0,242.66,4.52,0.94
Kolkata,2021-10-19,00:00:00,9.52,3.1,7.81,4.41,0.32,3.99,200.26,20.0,241.5,5.22,0.89
Gangotri,2021-10-20,00:00:00,7.57,3.24,7.43,5.64,0.54,3.82,357.35,20.0,231.64,4.9,0.96
Rishikesh,2021-10-20,00:00:00,8.46,3.4,7.29,4.67,0.51,0.0,2.0,20.0,242.03,3.85,1.25
Haridwar,2021-10-20,00:00:00,8.84,3.19,7.41,3.53,0.41,3.52,272.79,20.0,292.29,4.23,0.9
Kanpur,2021-10-20,00:00:00,8.23,3.42,7.28,4.66,0.39,3.34,2.0,20.0,268.82,3.73,1.46
Allahabad,2021-10-20,00:00:00,7.98,3.39,7.31,4.83,0.58,3.48,99.22,20.0,228.89,4.43,1.23
Varanasi,2021-10-20,00:00:00,8.9,3.94,15.43,5.21,0.6,2.95,233.41,20.0,226.78,3.21,1.14
Patna,2021-10-20,00:00:00,8.06,3.2,7.6,5.1,0.5,0.0,234.79,20.0,307.66,3.69,0.63
Kolkata,2021-10-20,00:00:00,8.41,3.26,7.11,5.36,0.44,2.86,63.88,20.0,227.19,2.63,1.09
Gangotri,2021-10-21,00:00:00,8.36,3.9,7.27,5.26,0.54,5.77,86.38,20.0,289.73,3.73,0.43
Rishikesh,2021-10-21,00:00:00,9.14,3.82,8.38,5.96,0.29,5.31,49.18,20.0,223.65,3.15,0.85
Haridwar,2021-10-21,00:00:00,8.25,3.1,6.58,5.01,0.44,1.34,51.18,20.0,231.35,4.18,0.76
Kanpur,2021-10-21,00:00:00,9.16,3.44,7.72,4.99,0.64,5.34,480.36,20.0,223.46,5.22,1.27
Allahabad,2021-10-21,00:00:00,9.5,3.69,7.0,5.43,0.47,3.48,121.77,20.0,231.54,4.66,1.14
Varanasi,2021-10-21,00:00:00,8.33,3.29,7.47,3.94,0.47,2.06,2.0,20.0,242.45,4.63,1.12
Patna,2021-10-21,00:00:00,7.57,3.87,8.03,6.08,0.57,2.24,396.32,20.0,274.75,4.12,1.16
Kolkata,2021-10-21,00:00:00,8.33,3.71,7.39,4.59,0.56,0.76,362.06,20.0,198.46,3.77,1.03
Gangotri,2021-10-22,00:00:00,8.38,3.43,7.16,5.99,0.4,2.86,169.72,20.0,298.52,3.56,0.5
Rishikesh,2021-10-22,00:00:00,9.5,3.82,7.09,4.54,0.61,3.86,2.0,20.0,208.73,2.96,1.18
Haridwar,2021-10-22,00:00:00,8.02,3.21,7.27,5.45,0.64,1.95,216.56,20.0,256.27,4.44,1.13
Kanpur,2021-10-22,00:00:00,7.96,3.64,7.28,5.42,0.51,4.98,178.0,20.0,189.68,3.18,0.99
Allahabad,2021-10-22,00:00:00,9.25,3.17,7.46,4.37,0.41,3.3,2.0,20.0,336.86,3.37,0.82
Varanasi,2021-10-22,00:00:00,7.86,4.09,7.76,5.0,0.51,3.7,287.24,20.0,299.85,3.96,0.8
Patna,2021-10-22,00:00:00,8.48,3.32,7.07,5.07,0.47,4.06,362.5,20.0,276.43,3.93,1.35
Kolkata,2021-10-22,00:00:00,8.55,3.77,8.1,5.68,0.51,4.77,326.88,20.0,265.75,3.66,1.34
Gangotri,2021-10-23,00:00:00,9.0,3.76,8.32,5.79,0.48,4.21,90.73,20.0,243.84,4.54,1.05
Rishikesh,2021-10-23,00:00:00,7.84,3.54,7.42,5.47,0.4,5.88,378.29,20.0,287.9,4.04,0.76
Haridwar,2021-10-23,00:00:00,9.6,3.12,7.86,4.45,0.56,3.72,410.57,20.0,173.1,3.46,0.47
Kanpur,2021-10-23,00:00:00,8.7,3.17,7.03,5.02,0.43,2.49,423.74,20.0,278.49,4.5,1.1
Allahabad,2021-10-23,00:00:00,8.4,3.58,7.31,5.77,0.47,6.18,345.48,20.0,244.85,3.91,0.68
Varanasi,2021-10-23,00:00:00,7.42,3.35,7.21,4.65,0.47,4.74,2.0,20.0,286.53,3.85,0.7
Patna,2021-10-23,00:00:00,8.22,3.62,8.14,5.08,0.43,0.89,439.05,20.0,258.26,4.15,1.36
Kolkata,2021-10-23,00:00:00,9.15,3.95,6.95,5.07,0.52,2.92,152.32,20.0,243.73,3.15,0.94
Gangotri,2021-10-24,00:00:00,8.96,3.65,7.35,5.69,0.46,3.75,96.41,20.0,240.9,3.24,0.9
Rishikesh,2021-10-24,00:00:00,8.83,3.49,6.72,4.67,0.55,4.13,135.65,20.0,233.42,3.76,1.02
Haridwar,2021-10-24,00:00:00,8.87,3.57,7.36,5.36,0.45,0.2,278.33,20.0,279.97,4.15,0.81
Kanpur,2021-10-24,00:00:00,9.37,3.5,7.31,5.76,0.58,4.52,2.0,20.0,225.73,3.97,0.93
Allahabad,2021-10-24,00:00:00,8.46,3.89,6.56,4.07,0.44,3.6,10.29,20.0,262.78,3.19,1.89
Varanasi,2021-10-24,00:00:00,8.86,3.78,7.92,5.34,0.53,3.62,124.08,20.0,264.3,4.65,1.14
Patna,2021-10-24,00:00:00,7.92,3.55,7.58,5.47,0.45,2.91,2.0,20.0,301.73,3.99,0.86
Kolkata,2021-10-24,00:00:00,8.04,3.62,7.66,5.36,0.53,3.62,500.81,20.0,260.67,4.1,1.07
Gangotri,2021-10-25,00:00:00,8.25,3.74,7.66,4.82,0.55,6.49,138.96,20.0,239.3,3.7,0.42
Rishikesh,2021-10-25,00:00:00,7.91,3.43,7.6,4.82,0.45,4.64,720.99,20.0,247.4,3.71,1.1
Haridwar,2021-10-25,00:00:00,8.11,3.47,7.21,5.36,0.47,0.04,258.73,20.0,291.93,3.01,1.11
Kanpur,2021-10-25,00:00:00,18.39,3.4,6.89,4.71,0.58,1.65,298.62,20.0,228.0,4.01,0.46
Allahabad,2021-10-25,00:00:00,8.27,3.55,7.06,4.34,0.48,7.49,449.28,20.0,256.06,3.85,1.22
Varanasi,2021-10-25,00:00:00,8.49,3.37,7.64,5.54,0.54,3.4,2.0,20.0,228.43,4.4,0.8
Patna,2021-10-25,00:00:00,8.13,3.65,7.23,5.69,0.31,1.75,64.11,20.0,277.05,3.51,1.09
Kolkata,2021-10-25,00:00:00,8.27,3.1,7.6,4.8,0.64,0.0,277.36,20.0,252.85,4.13,1.25
Gangotri,2021-10-26,00:00:00,7.97,3.21,7.84,5.24,0.51,2.48,236.5,20.0,191.8,4.22,0.65
Rishikesh,2021-10-26,00:00:00,8.95,3.16,7.58,8.37,0.63,0.0,386.22,20.0,226.82,3.54,1.04
Haridwar,2021-10-26,00:00:00,8.14,3.29,7.03,5.31,0.37,4.32,481.85,20.0,223.37,4.37,0.75
Kanpur,2021-10-26,00:00:00,9.17,3.19,7.85,4.89,0.47,1.64,493.86,20.0,249.44,4.31,0.77
Allahabad,2021-10-26,00:00:00,8.82,3.55,7.1,5.06,0.51,4.41,2.0,20.0,214.51,3.96,0.62
Varanasi,2021-10-26,00:00:00,8.12,3.39,7.78,4.77,0.43,4.98,212.02,20.0,271.07,4.7,0.72
Patna,2021-10-26,00:00:00,8.12,3.25,7.67,4.62,0.59,4.49,2.0,20.0,249.88,3.5,1.22
Kolkata,2021-10-26,00:00:00,9.53,3.82,7.98,4.86,0.48,3.35,149.43,20.0,247.06,3.73,0.78
Gangotri,2021-10-27,00:00:00,8.51,3.62,7.14,5.27,0.33,5.13,214.78,20.0,275.41,3.65,0.81
Rishikesh,2021-10-27,00:00:00,8.82,3.68,8.0,4.2,0.47,4.56,180.06,20.0,253.99,4.85,0.85
Haridwar,2021-10-27,00:00:00,8.94,3.79,7.71,5.05,0.37,2.11,2.0,20.0,204.64,4.93,0.89
